muse_id,musname,town,search_type,google_rank,url,valid,clickable
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,3,https://twitter.com/GreenHowards/status/1243184172971286529,,https://twitter.com/GreenHowards/status/1243184172971286529
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,4,https://twitter.com/GreenHowards/status/1280157507315515393,,https://twitter.com/GreenHowards/status/1280157507315515393
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,5,https://twitter.com/greenhowards/status/1156887648507744256,,https://twitter.com/greenhowards/status/1156887648507744256
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,6,https://twitter.com/GreenHowards/status/1167078952332079105,,https://twitter.com/GreenHowards/status/1167078952332079105
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,7,https://twitter.com/GreenHowards/status/1182251180514320385,,https://twitter.com/GreenHowards/status/1182251180514320385
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,8,https://twitter.com/GreenHowards/status/1027202625169747969,,https://twitter.com/GreenHowards/status/1027202625169747969
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,9,https://twitter.com/GreenHowards/status/1006898203562684420,,https://twitter.com/GreenHowards/status/1006898203562684420
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,twitter,10,https://twitter.com/GreenHowards/status/1044245397563211776,,https://twitter.com/GreenHowards/status/1044245397563211776
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,1,https://greenhowards.org.uk/,T,https://greenhowards.org.uk/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,2,https://artuk.org/visit/venues/the-green-howards-regimental-museum-3993,,https://artuk.org/visit/venues/the-green-howards-regimental-museum-3993
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,3,https://www.richmond.org/guide/museum-green-howards.php,,https://www.richmond.org/guide/museum-green-howards.php
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,4,https://www.facebook.com/GreenHowardsMuseum/,,https://www.facebook.com/GreenHowardsMuseum/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,5,https://www.facebook.com/GreenHowardsMuseum/?rf=107931219235677,,https://www.facebook.com/GreenHowardsMuseum/?rf=107931219235677
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,6,https://ageofrevolution.org/venues/green-howards-regimental-museum/,,https://ageofrevolution.org/venues/green-howards-regimental-museum/
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,7,https://www.britainexpress.com/counties/yorkshire/museums/green-howards.htm,,https://www.britainexpress.com/counties/yorkshire/museums/green-howards.htm
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,8,http://www.ww1-yorkshires.org.uk/html-files/gh-museum.htm,,http://www.ww1-yorkshires.org.uk/html-files/gh-museum.htm
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,9,https://www.artfund.org/whats-on/museums-and-galleries/green-howards-museum,,https://www.artfund.org/whats-on/museums-and-galleries/green-howards-museum
mm.domus.YH061,The Green Howards Regimental Museum,Richmond,website,10,https://military.wikia.org/wiki/Green_Howards_Regimental_Museum,,https://military.wikia.org/wiki/Green_Howards_Regimental_Museum
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,1,https://en-gb.facebook.com/normanbyhall/,T,https://en-gb.facebook.com/normanbyhall/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,2,https://en-gb.facebook.com/normanbyhall/reviews/,,https://en-gb.facebook.com/normanbyhall/reviews/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,3,https://en-gb.facebook.com/normanbyhall/posts/d41d8cd9/1293158960704567/,,https://en-gb.facebook.com/normanbyhall/posts/d41d8cd9/1293158960704567/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,4,https://en-gb.facebook.com/normanbyhall/posts,,https://en-gb.facebook.com/normanbyhall/posts
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,5,https://en-gb.facebook.com/normanbyhall/about/?ref=page_internal,,https://en-gb.facebook.com/normanbyhall/about/?ref=page_internal
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,6,https://en-gb.facebook.com/normanbyhall/posts/october-half-term-activities-at-normanby-hall-country-parkplease-note-that-the-p/1609519259068534/,,https://en-gb.facebook.com/normanbyhall/posts/october-half-term-activities-at-normanby-hall-country-parkplease-note-that-the-p/1609519259068534/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,7,https://en-gb.facebook.com/normanbyhall/posts/we-still-have-availability-for-festive-dining-in-the-hall-on-the-following-dates/1264590430228087/,,https://en-gb.facebook.com/normanbyhall/posts/we-still-have-availability-for-festive-dining-in-the-hall-on-the-following-dates/1264590430228087/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,8,https://en-gb.facebook.com/normanbyhall/community/?ref=page_internal,,https://en-gb.facebook.com/normanbyhall/community/?ref=page_internal
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,9,https://en-gb.facebook.com/events/normanby-hall-country-park/normanby-christmas-market/241185646549885/,,https://en-gb.facebook.com/events/normanby-hall-country-park/normanby-christmas-market/241185646549885/
mm.domus.YH079,Normanby Hall,Scunthorpe,facebook,10,https://en-gb.facebook.com/events/normanby-hall-country-park/normanby-hall-adventure-race/1519312241538266/,,https://en-gb.facebook.com/events/normanby-hall-country-park/normanby-hall-adventure-race/1519312241538266/
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,1,https://twitter.com/normanbyhall,T,https://twitter.com/normanbyhall
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,2,https://twitter.com/normanbyhall/status/1338488335040393217,,https://twitter.com/normanbyhall/status/1338488335040393217
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,3,https://twitter.com/normanbyhall/statuses/1357293852361699331,,https://twitter.com/normanbyhall/statuses/1357293852361699331
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,4,https://twitter.com/normanbyhall/statuses/1350760080262758400,,https://twitter.com/normanbyhall/statuses/1350760080262758400
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,5,https://twitter.com/normanbyhall/status/1319943310769819648,,https://twitter.com/normanbyhall/status/1319943310769819648
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,6,https://twitter.com/normanbyhall/statuses/1351107209237835780,,https://twitter.com/normanbyhall/statuses/1351107209237835780
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,7,https://twitter.com/normanbyhall/statuses/1351103229543796739,,https://twitter.com/normanbyhall/statuses/1351103229543796739
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,8,https://twitter.com/normanbyhall/status/1277991110560841731,,https://twitter.com/normanbyhall/status/1277991110560841731
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,9,https://twitter.com/normanbyhall/status/1273966435790979073,,https://twitter.com/normanbyhall/status/1273966435790979073
mm.domus.YH079,Normanby Hall,Scunthorpe,twitter,10,https://twitter.com/normanbyhall/statuses/1344579189186420736,,https://twitter.com/normanbyhall/statuses/1344579189186420736
mm.domus.YH079,Normanby Hall,Scunthorpe,website,1,http://www.normanbyhall.co.uk/,T,http://www.normanbyhall.co.uk/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,2,http://www.normanbyhall.co.uk/visiting-us/opening-times-admission/,,http://www.normanbyhall.co.uk/visiting-us/opening-times-admission/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,3,http://www.normanbyhall.co.uk/coronavirus/,,http://www.normanbyhall.co.uk/coronavirus/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,4,http://www.normanbyhall.co.uk/visiting-us/how-to-find-us/,,http://www.normanbyhall.co.uk/visiting-us/how-to-find-us/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,5,https://www.facebook.com/normanbyhall/,,https://www.facebook.com/normanbyhall/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,6,https://www.northlincs.gov.uk/tourism-museums-the-arts/normanby-hall-country-park/,,https://www.northlincs.gov.uk/tourism-museums-the-arts/normanby-hall-country-park/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,7,https://www.northlincs.gov.uk/leisure/normanby-hall-golf-course/,,https://www.northlincs.gov.uk/leisure/normanby-hall-golf-course/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,8,http://www.visitnorthlincolnshire.com/item/normanby-hall-country-park/,,http://www.visitnorthlincolnshire.com/item/normanby-hall-country-park/
mm.domus.YH079,Normanby Hall,Scunthorpe,website,9,https://twitter.com/normanbyhall?lang=en,,https://twitter.com/normanbyhall?lang=en
mm.domus.YH079,Normanby Hall,Scunthorpe,website,10,https://www.parkrun.org.uk/normanbyhall/,,https://www.parkrun.org.uk/normanbyhall/
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,1,https://en-gb.facebook.com/cliftonparkmuseum/info/?entry_point=about_section_header&tab=overview,T,https://en-gb.facebook.com/cliftonparkmuseum/info/?entry_point=about_section_header&tab=overview
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,2,https://en-gb.facebook.com/YORKSRegt/posts/burma-coy-1-yorks-have-been-conducting-riot-control-and-public-order-training-th/837019579680562/,,https://en-gb.facebook.com/YORKSRegt/posts/burma-coy-1-yorks-have-been-conducting-riot-control-and-public-order-training-th/837019579680562/
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,3,https://en-gb.facebook.com/mike.richardson.7169,,https://en-gb.facebook.com/mike.richardson.7169
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,4,https://en-gb.facebook.com/pages/category/Community/The-84th-Royal-Highland-Emigrants-158371917596649/posts/,,https://en-gb.facebook.com/pages/category/Community/The-84th-Royal-Highland-Emigrants-158371917596649/posts/
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,5,https://en-gb.facebook.com/people/Jean-Clarke/100007123608020,,https://en-gb.facebook.com/people/Jean-Clarke/100007123608020
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,6,https://en-gb.facebook.com/frank.kitson.14,,https://en-gb.facebook.com/frank.kitson.14
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,7,https://en-gb.facebook.com/people/Geoffrey-Thomas-Hambley/100009168701637,,https://en-gb.facebook.com/people/Geoffrey-Thomas-Hambley/100009168701637
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,8,https://en-gb.facebook.com/northstaffsparanormal/posts,,https://en-gb.facebook.com/northstaffsparanormal/posts
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,9,https://en-gb.facebook.com/bbycks.official/videos/open-448/10151101516464984/,,https://en-gb.facebook.com/bbycks.official/videos/open-448/10151101516464984/
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,facebook,10,https://en-gb.facebook.com/directory/pages/T-6707261-6711426,,https://en-gb.facebook.com/directory/pages/T-6707261-6711426
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,1,https://twitter.com/cliftonparkmus/status/1073512919437111296,T,https://twitter.com/cliftonparkmus/status/1073512919437111296
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,2,https://twitter.com/RMBCPress/status/929295293174239232,,https://twitter.com/RMBCPress/status/929295293174239232
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,3,https://twitter.com/hashtag/yorkandlancasterregimentalcollection,,https://twitter.com/hashtag/yorkandlancasterregimentalcollection
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,4,https://twitter.com/search?q=%23CliftonParkMuseum,,https://twitter.com/search?q=%23CliftonParkMuseum
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,5,https://twitter.com/yorksandlancs,,https://twitter.com/yorksandlancs
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,6,https://twitter.com/angiewharton1,,https://twitter.com/angiewharton1
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,7,https://twitter.com/rmbcpress/status/532500463334477824,,https://twitter.com/rmbcpress/status/532500463334477824
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,8,https://twitter.com/sommecourt/status/926924073896153088,,https://twitter.com/sommecourt/status/926924073896153088
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,9,https://twitter.com/realrotherham,,https://twitter.com/realrotherham
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,twitter,10,https://twitter.com/hashtag/rescueboat?lang=fi,,https://twitter.com/hashtag/rescueboat?lang=fi
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,1,http://www.cliftonpark.org.uk/homepage/31/the-york-and-lancaster-regimental-museum,T,http://www.cliftonpark.org.uk/homepage/31/the-york-and-lancaster-regimental-museum
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,2,https://artuk.org/visit/venues/york-and-lancaster-regimental-museum-3689,,https://artuk.org/visit/venues/york-and-lancaster-regimental-museum-3689
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,3,https://www.tracesofwar.com/sights/4536/York-en-Lancaster-Regiment-Museum.htm,,https://www.tracesofwar.com/sights/4536/York-en-Lancaster-Regiment-Museum.htm
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,4,https://discovery.nationalarchives.gov.uk/details/a/A13531364,,https://discovery.nationalarchives.gov.uk/details/a/A13531364
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,5,http://www.victoriacross.org.uk/ccyandla.htm,,http://www.victoriacross.org.uk/ccyandla.htm
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,6,http://museu.ms/museum/details/3408,,http://museu.ms/museum/details/3408
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,7,https://www.rotherham.gov.uk/directory-record/120416/york-and-lancaster-regimental-museum,,https://www.rotherham.gov.uk/directory-record/120416/york-and-lancaster-regimental-museum
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,8,https://moderngov.rotherham.gov.uk/documents/s14669/180706%20Appendix%20B%20to%20Museums%20Cover%20Report.pdf,,https://moderngov.rotherham.gov.uk/documents/s14669/180706%20Appendix%20B%20to%20Museums%20Cover%20Report.pdf
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,9,https://www.yell.com/biz/york-and-lancaster-regimental-museum-rotherham-9348184/,,https://www.yell.com/biz/york-and-lancaster-regimental-museum-rotherham-9348184/
mm.domus.YH093,York And Lancaster Regimental Museum,Rotherham,website,10,http://www.moneyandmedals.org.uk/col-york-lancaster-reg-museum/4594586053,,http://www.moneyandmedals.org.uk/col-york-lancaster-reg-museum/4594586053
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,1,https://en-gb.facebook.com/BronteParsonageMuseum/,T,https://en-gb.facebook.com/BronteParsonageMuseum/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,2,https://en-gb.facebook.com/wutheringheightsmovie/posts/1378192305636676?comment_id=1379447945511112&reply_comment_id=1380436592078914&comment_tracking=%7B%22tn%22%3A%22R%2328%22%7D,,https://en-gb.facebook.com/wutheringheightsmovie/posts/1378192305636676?comment_id=1379447945511112&reply_comment_id=1380436592078914&comment_tracking=%7B%22tn%22%3A%22R%2328%22%7D
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,3,https://en-gb.facebook.com/Haworthvillage/?hc_location=ufi,,https://en-gb.facebook.com/Haworthvillage/?hc_location=ufi
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,4,https://en-gb.facebook.com/Haworthvillage/posts/good-to-see-that-the-black-bull-is-open-again/2109610465751097/,,https://en-gb.facebook.com/Haworthvillage/posts/good-to-see-that-the-black-bull-is-open-again/2109610465751097/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,5,https://en-gb.facebook.com/groups/Whteroseyorkshiresteampunks/permalink/1137580676395615/,,https://en-gb.facebook.com/groups/Whteroseyorkshiresteampunks/permalink/1137580676395615/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,6,https://en-gb.facebook.com/Haworthvillage/posts/1444109045634579,,https://en-gb.facebook.com/Haworthvillage/posts/1444109045634579
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,7,https://en-gb.facebook.com/HaworthBronteOldSchoolRoom/,,https://en-gb.facebook.com/HaworthBronteOldSchoolRoom/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,8,https://en-gb.facebook.com/pages/category/Gift-Shop/thecuriositysociety/posts/,,https://en-gb.facebook.com/pages/category/Gift-Shop/thecuriositysociety/posts/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,9,https://en-gb.facebook.com/christmasinhaworth/,,https://en-gb.facebook.com/christmasinhaworth/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,facebook,10,https://en-gb.facebook.com/ashmountcountryhouse/,,https://en-gb.facebook.com/ashmountcountryhouse/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,1,https://twitter.com/bronteparsonage,T,https://twitter.com/bronteparsonage
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,2,https://twitter.com/bronteparsonage/status/1301191892697321473,,https://twitter.com/bronteparsonage/status/1301191892697321473
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,3,https://twitter.com/BronteParsonage/status/1300870207255261184,,https://twitter.com/BronteParsonage/status/1300870207255261184
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,4,https://twitter.com/bronteparsonage/status/1196418917855629313,,https://twitter.com/bronteparsonage/status/1196418917855629313
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,5,https://twitter.com/bronteparsonage/status/1302127882035175425,,https://twitter.com/bronteparsonage/status/1302127882035175425
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,6,https://twitter.com/BronteParsonage/media,,https://twitter.com/BronteParsonage/media
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,7,https://twitter.com/bronteparsonage/status/1290658004610752514,,https://twitter.com/bronteparsonage/status/1290658004610752514
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,8,https://twitter.com/BronteParsonage/status/1237734130911191042,,https://twitter.com/BronteParsonage/status/1237734130911191042
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,9,https://twitter.com/bronteparsonage/status/1322830834773250049,,https://twitter.com/bronteparsonage/status/1322830834773250049
mm.domus.YH101,Bronte Parsonage Museum,Keighley,twitter,10,https://twitter.com/ann_dinsdale,,https://twitter.com/ann_dinsdale
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,1,https://www.bronte.org.uk/,T,https://www.bronte.org.uk/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,2,https://www.bronte.org.uk/visit-us/getting-here,,https://www.bronte.org.uk/visit-us/getting-here
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,3,https://twogetlost.com/visit-haworth,,https://twogetlost.com/visit-haworth
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,4,http://www.haworth-village.org.uk/brontes/patrick/patrick.asp,,http://www.haworth-village.org.uk/brontes/patrick/patrick.asp
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,5,https://www.yorkshire.com/view/culture/keighley/bronte-parsonage-museum-125165,,https://www.yorkshire.com/view/culture/keighley/bronte-parsonage-museum-125165
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,6,https://www.facebook.com/BronteParsonageMuseum/,,https://www.facebook.com/BronteParsonageMuseum/
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,7,https://www.visitbradford.com/thedms.aspx?dms=3&venue=1580073,,https://www.visitbradford.com/thedms.aspx?dms=3&venue=1580073
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,8,https://www.artfund.org/whats-on/museums-and-galleries/bronte-parsonage-museum,,https://www.artfund.org/whats-on/museums-and-galleries/bronte-parsonage-museum
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,9,https://www.britainexpress.com/counties/yorkshire/museums/bronte-parsonage.htm,,https://www.britainexpress.com/counties/yorkshire/museums/bronte-parsonage.htm
mm.domus.YH101,Bronte Parsonage Museum,Keighley,website,10,https://www.justgiving.com/campaign/bronteparsonageappeal,,https://www.justgiving.com/campaign/bronteparsonageappeal
mm.domus.YH112,Shibden Hall,Halifax,facebook,1,https://en-gb.facebook.com/ShibdenHall/about/,T,https://en-gb.facebook.com/ShibdenHall/about/
mm.domus.YH112,Shibden Hall,Halifax,facebook,2,https://en-gb.facebook.com/Shibden-Hall-1416912441655787/?ref=page_internal,,https://en-gb.facebook.com/Shibden-Hall-1416912441655787/?ref=page_internal
mm.domus.YH112,Shibden Hall,Halifax,facebook,3,https://en-gb.facebook.com/pages/category/Landmark---Historical-Place/Shibden-Hall-1416912441655787/about/,,https://en-gb.facebook.com/pages/category/Landmark---Historical-Place/Shibden-Hall-1416912441655787/about/
mm.domus.YH112,Shibden Hall,Halifax,facebook,4,https://en-gb.facebook.com/pages/category/Landmark---Historical-Place/Shibden-Hall-1416912441655787/photos/,,https://en-gb.facebook.com/pages/category/Landmark---Historical-Place/Shibden-Hall-1416912441655787/photos/
mm.domus.YH112,Shibden Hall,Halifax,facebook,5,https://en-gb.facebook.com/The-Land-Train-Shibden-Park-632589683481988/posts/?ref=page_internal,,https://en-gb.facebook.com/The-Land-Train-Shibden-Park-632589683481988/posts/?ref=page_internal
mm.domus.YH112,Shibden Hall,Halifax,facebook,6,https://en-gb.facebook.com/events/shibden-hall/shibdens-annual-winter-craft-fair/229416450966862/,,https://en-gb.facebook.com/events/shibden-hall/shibdens-annual-winter-craft-fair/229416450966862/
mm.domus.YH112,Shibden Hall,Halifax,facebook,7,https://en-gb.facebook.com/calderdaleadultlearning/photos/photo-taken-by-ellie-one-of-the-learners-on-the-new-local-history-course-for-adu/1759386877463049/,,https://en-gb.facebook.com/calderdaleadultlearning/photos/photo-taken-by-ellie-one-of-the-learners-on-the-new-local-history-course-for-adu/1759386877463049/
mm.domus.YH112,Shibden Hall,Halifax,facebook,8,https://en-gb.facebook.com/pages/Peice-Hall-Halifax/263956953698007,,https://en-gb.facebook.com/pages/Peice-Hall-Halifax/263956953698007
mm.domus.YH112,Shibden Hall,Halifax,facebook,9,https://en-gb.facebook.com/events/312542709678301/?acontext=%7B%22ref%22%3A%2244%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22permalink%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22RHC%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%7D,,https://en-gb.facebook.com/events/312542709678301/?acontext=%7B%22ref%22%3A%2244%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22permalink%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22RHC%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%7D
mm.domus.YH112,Shibden Hall,Halifax,facebook,10,https://en-gb.facebook.com/events/229416450966862/?event_time_id=229416470966860,,https://en-gb.facebook.com/events/229416450966862/?event_time_id=229416470966860
mm.domus.YH112,Shibden Hall,Halifax,twitter,1,https://twitter.com/shibdenhall,T,https://twitter.com/shibdenhall
mm.domus.YH112,Shibden Hall,Halifax,twitter,2,https://twitter.com/shibdenhall/status/1242770002371121152,,https://twitter.com/shibdenhall/status/1242770002371121152
mm.domus.YH112,Shibden Hall,Halifax,twitter,3,https://twitter.com/shibdenhall/status/1318477237415518208,,https://twitter.com/shibdenhall/status/1318477237415518208
mm.domus.YH112,Shibden Hall,Halifax,twitter,4,https://twitter.com/shibdenhall/status/1318114825621352448,,https://twitter.com/shibdenhall/status/1318114825621352448
mm.domus.YH112,Shibden Hall,Halifax,twitter,5,https://twitter.com/shibdenhall/status/1258684793811853312,,https://twitter.com/shibdenhall/status/1258684793811853312
mm.domus.YH112,Shibden Hall,Halifax,twitter,6,https://twitter.com/shibdenhall/status/1173944070818992128,,https://twitter.com/shibdenhall/status/1173944070818992128
mm.domus.YH112,Shibden Hall,Halifax,twitter,7,https://twitter.com/shibdenhall/status/1316665115903754240,,https://twitter.com/shibdenhall/status/1316665115903754240
mm.domus.YH112,Shibden Hall,Halifax,twitter,8,https://twitter.com/ShibdenHall/status/1281158653916123138,,https://twitter.com/ShibdenHall/status/1281158653916123138
mm.domus.YH112,Shibden Hall,Halifax,twitter,9,https://twitter.com/shibdenhall/status/1243831753866981377,,https://twitter.com/shibdenhall/status/1243831753866981377
mm.domus.YH112,Shibden Hall,Halifax,twitter,10,https://twitter.com/shibdenhall/status/1257592080492302341,,https://twitter.com/shibdenhall/status/1257592080492302341
mm.domus.YH112,Shibden Hall,Halifax,website,1,https://museums.calderdale.gov.uk/visit/shibden-hall,T,https://museums.calderdale.gov.uk/visit/shibden-hall
mm.domus.YH112,Shibden Hall,Halifax,website,2,https://www.yorkshirepost.co.uk/heritage-and-retro/heritage/gentleman-jack-inside-shibden-hall-anne-listers-yorkshire-home-you-can-visit-1755342,,https://www.yorkshirepost.co.uk/heritage-and-retro/heritage/gentleman-jack-inside-shibden-hall-anne-listers-yorkshire-home-you-can-visit-1755342
