muse_id,musname,town,search_type,google_rank,url,valid,clickable
mm.domus.SC280,National Museum Of Flight,North Berwick,website,1,https://www.nms.ac.uk/national-museum-of-flight/,T,https://www.nms.ac.uk/national-museum-of-flight/
mm.domus.SC280,National Museum Of Flight,North Berwick,website,2,https://www.visitscotland.com/info/see-do/national-museum-of-flight-p251691,,https://www.visitscotland.com/info/see-do/national-museum-of-flight-p251691
mm.domus.SC280,National Museum Of Flight,North Berwick,website,3,https://www.britainsfinest.co.uk/museums/national-museum-of-flight,,https://www.britainsfinest.co.uk/museums/national-museum-of-flight
mm.domus.SC280,National Museum Of Flight,North Berwick,website,4,https://www.undiscoveredscotland.co.uk/northberwick/museumofflight/index.html,,https://www.undiscoveredscotland.co.uk/northberwick/museumofflight/index.html
mm.domus.SC280,National Museum Of Flight,North Berwick,website,5,https://www.artfund.org/whats-on/museums-and-galleries/national-museum-of-flight,,https://www.artfund.org/whats-on/museums-and-galleries/national-museum-of-flight
mm.domus.SC280,National Museum Of Flight,North Berwick,website,6,http://www.doorsopendays.org.uk/places/east-lothian/national-museum-of-flight/,,http://www.doorsopendays.org.uk/places/east-lothian/national-museum-of-flight/
mm.domus.SC280,National Museum Of Flight,North Berwick,website,7,https://www.asva.co.uk/attraction-details.php?id=1018,,https://www.asva.co.uk/attraction-details.php?id=1018
mm.domus.SC280,National Museum Of Flight,North Berwick,website,8,https://www.list.co.uk/place/742-national-museum-of-flight-north-berwick/,,https://www.list.co.uk/place/742-national-museum-of-flight-north-berwick/
mm.domus.SC280,National Museum Of Flight,North Berwick,website,9,https://www.military-airshows.co.uk/museums/national-museum-of-flight.htm,,https://www.military-airshows.co.uk/museums/national-museum-of-flight.htm
mm.domus.SC280,National Museum Of Flight,North Berwick,website,10,https://m.facebook.com/profile.php?id=134895803209990,,https://m.facebook.com/profile.php?id=134895803209990
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,1,https://en-gb.facebook.com/nationalgalleries/,T,https://en-gb.facebook.com/nationalgalleries/
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,2,https://en-gb.facebook.com/nationalgalleries/posts,,https://en-gb.facebook.com/nationalgalleries/posts
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,3,https://en-gb.facebook.com/pages/Scottish-National-Gallery-of-Modern-Art/134857363213373,,https://en-gb.facebook.com/pages/Scottish-National-Gallery-of-Modern-Art/134857363213373
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,4,https://en-gb.facebook.com/pages/Scottish-National-Gallery/129571850418580,,https://en-gb.facebook.com/pages/Scottish-National-Gallery/129571850418580
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,5,https://en-gb.facebook.com/NationalMuseumsScotland/,,https://en-gb.facebook.com/NationalMuseumsScotland/
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,6,https://en-gb.facebook.com/pages/Scottish-National-Portrait-Gallery/151491564874426,,https://en-gb.facebook.com/pages/Scottish-National-Portrait-Gallery/151491564874426
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,7,https://en-gb.facebook.com/NationalMuseumsScotland?rf=138950502796521&filter=1,,https://en-gb.facebook.com/NationalMuseumsScotland?rf=138950502796521&filter=1
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,8,https://en-gb.facebook.com/scottishgallery/,,https://en-gb.facebook.com/scottishgallery/
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,9,https://en-gb.facebook.com/events/scottish-national-gallery-of-modern-art/byob-bring-your-own-baby-0-1-at-a-new-era/410546506067734/,,https://en-gb.facebook.com/events/scottish-national-gallery-of-modern-art/byob-bring-your-own-baby-0-1-at-a-new-era/410546506067734/
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,facebook,10,https://en-gb.facebook.com/NationalMuseumsScotland?rf=178160668915856,,https://en-gb.facebook.com/NationalMuseumsScotland?rf=178160668915856
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,1,https://twitter.com/natgalleriessco,T,https://twitter.com/natgalleriessco
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,2,https://twitter.com/natgalleriessco/status/1239922552530706433,,https://twitter.com/natgalleriessco/status/1239922552530706433
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,3,https://twitter.com/natgalleriessco/status/1239922549150167042,,https://twitter.com/natgalleriessco/status/1239922549150167042
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,4,https://twitter.com/ntlmuseumsscot,,https://twitter.com/ntlmuseumsscot
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,5,https://twitter.com/natgalleriessco/status/1245979362303840257,,https://twitter.com/natgalleriessco/status/1245979362303840257
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,6,https://twitter.com/natgalleriessco/status/1258709494357528577,,https://twitter.com/natgalleriessco/status/1258709494357528577
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,7,https://twitter.com/natgalleriessco/status/1309749611750400000,,https://twitter.com/natgalleriessco/status/1309749611750400000
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,8,https://twitter.com/NatGalleriesSco/status/1253584475210035200,,https://twitter.com/NatGalleriesSco/status/1253584475210035200
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,9,https://twitter.com/natgalleriessco/status/1332253214721372161,,https://twitter.com/natgalleriessco/status/1332253214721372161
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,twitter,10,https://twitter.com/natgalleriessco/status/1283320832463339521,,https://twitter.com/natgalleriessco/status/1283320832463339521
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,website,1,https://www.nationalgalleries.org/,T,https://www.nationalgalleries.org/
mm.domus.SC283,National Gallery Of Scotland,Edinburgh,website,2,https://www.visitscotland.com/info/see-do/scottish-national-gallery-p246151,,https://www.visitscotland.com/info/see-do/scottish-national-gallery-p246151
